#,"Nivel de educación",Estatus
1,Doctorado,Activo
2,Maestria,Activo
3,Superior,Activo
4,"Media Superior",Activo
5,Secundaria,Activo
6,Primaria,Activo
7,"Sin educación",Activo
8,"Sin clasificación",Activo
